행정구역명,TP_BUZ_NO,업소수
경상북도 의성군,8021,96
경상북도 의성군,8301,47
경상북도 청도군,4010,28
경상북도 청도군,4020,104
경상북도 청도군,8001,520
경상북도 청도군,8004,2
경상북도 청도군,8005,31
경상북도 청도군,8006,229
경상북도 청도군,8021,73
경상북도 청도군,8301,41
경상북도 청송군,4010,16
경상북도 청송군,4020,64
경상북도 청송군,8001,340
경상북도 청송군,8004,4
경상북도 청송군,8005,19
경상북도 청송군,8006,177
경상북도 청송군,8021,66
경상북도 청송군,8301,22
경상북도 칠곡군,4010,163
경상북도 칠곡군,4020,204
경상북도 칠곡군,8001,1235
경상북도 칠곡군,8004,18
경상북도 칠곡군,8005,83
경상북도 칠곡군,8006,357
경상북도 칠곡군,8021,212
경상북도 칠곡군,8301,79
경상북도 포항시 남구,4010,240
경상북도 포항시 남구,4020,376
경상북도 포항시 남구,8001,2420
경상북도 포항시 남구,8004,102
경상북도 포항시 남구,8005,179
경상북도 포항시 남구,8006,899
경상북도 포항시 남구,8021,479
경상북도 포항시 남구,8301,198
경상북도 포항시 북구,4010,277
경상북도 포항시 북구,4020,358
경상북도 포항시 북구,8001,2208
경상북도 포항시 북구,8004,122
경상북도 포항시 북구,8005,172
경상북도 포항시 북구,8006,1033
경상북도 포항시 북구,8021,492
경상북도 포항시 북구,8301,243
대구광역시 군위군,4010,18
대구광역시 군위군,4020,58
대구광역시 군위군,8001,245
대구광역시 군위군,8004,0
대구광역시 군위군,8005,20
대구광역시 군위군,8006,81
대구광역시 군위군,8021,36
대구광역시 군위군,8301,23
대구광역시 남구,4010,149
대구광역시 남구,4020,175
대구광역시 남구,8001,1117
대구광역시 남구,8004,50
대구광역시 남구,8005,97
대구광역시 남구,8006,591
대구광역시 남구,8021,283
대구광역시 남구,8301,158
대구광역시 달서구,4010,440
대구광역시 달서구,4020,491
대구광역시 달서구,8001,3246
대구광역시 달서구,8004,194
대구광역시 달서구,8005,267
대구광역시 달서구,8006,1363
대구광역시 달서구,8021,814
대구광역시 달서구,8301,404
대구광역시 달성군,4010,216
대구광역시 달성군,4020,270
대구광역시 달성군,8001,1701
대구광역시 달성군,8004,64
대구광역시 달성군,8005,136
대구광역시 달성군,8006,615
대구광역시 달성군,8021,435
대구광역시 달성군,8301,179
대구광역시 동구,4010,269
대구광역시 동구,4020,281
대구광역시 동구,8001,2350
대구광역시 동구,8004,99
대구광역시 동구,8005,186
대구광역시 동구,8006,963
대구광역시 동구,8021,556
대구광역시 동구,8301,273
대구광역시 북구,4010,352
대구광역시 북구,4020,401
대구광역시 북구,8001,2673
대구광역시 북구,8004,142
대구광역시 북구,8005,239
대구광역시 북구,8006,1133
대구광역시 북구,8021,723
대구광역시 북구,8301,342
대구광역시 서구,4010,141
대구광역시 서구,4020,249
대구광역시 서구,8001,1306
대구광역시 서구,8004,30
대구광역시 서구,8005,98
대구광역시 서구,8006,370
대구광역시 서구,8021,280
대구광역시 서구,8301,127
대구광역시 수성구,4010,291
대구광역시 수성구,4020,309
대구광역시 수성구,8001,2154
대구광역시 수성구,8004,220
대구광역시 수성구,8005,190
대구광역시 수성구,8006,1389
대구광역시 수성구,8021,614
대구광역시 수성구,8301,394
대구광역시 중구,4010,161
대구광역시 중구,4020,187
대구광역시 중구,8001,1409
대구광역시 중구,8004,226
대구광역시 중구,8005,116
대구광역시 중구,8006,1162
대구광역시 중구,8021,285
대구광역시 중구,8301,221
대전광역시 대덕구,4010,167
대전광역시 대덕구,4020,239
대전광역시 대덕구,8001,1345
대전광역시 대덕구,8004,38
대전광역시 대덕구,8005,98
대전광역시 대덕구,8006,453
대전광역시 대덕구,8021,322
대전광역시 대덕구,8301,125
대전광역시 동구,4010,232
대전광역시 동구,4020,330
대전광역시 동구,8001,1507
대전광역시 동구,8004,60
대전광역시 동구,8005,152
대전광역시 동구,8006,759
대전광역시 동구,8021,432
대전광역시 동구,8301,174
대전광역시 서구,4010,471
대전광역시 서구,4020,452
대전광역시 서구,8001,3110
대전광역시 서구,8004,290
대전광역시 서구,8005,245
대전광역시 서구,8006,1717
대전광역시 서구,8021,811
대전광역시 서구,8301,431
대전광역시 중구,4010,215
대전광역시 중구,4020,318
대전광역시 중구,8001,1786
대전광역시 중구,8004,111
대전광역시 중구,8005,142
대전광역시 중구,8006,828
대전광역시 중구,8021,433
대전광역시 중구,8301,183
부산광역시 강서구,4010,187
부산광역시 강서구,4020,216
부산광역시 강서구,8001,1259
부산광역시 강서구,8004,61
부산광역시 강서구,8005,93
부산광역시 강서구,8006,583
부산광역시 강서구,8021,248
부산광역시 강서구,8301,110
부산광역시 금정구,4010,180
부산광역시 금정구,4020,257
부산광역시 금정구,8001,1492
부산광역시 금정구,8004,108
부산광역시 금정구,8005,133
부산광역시 금정구,8006,775
부산광역시 금정구,8021,362
부산광역시 금정구,8301,192
부산광역시 기장군,4010,178
부산광역시 기장군,4020,218
부산광역시 기장군,8001,1506
부산광역시 기장군,8004,88
부산광역시 기장군,8005,114
부산광역시 기장군,8006,720
부산광역시 기장군,8021,326
부산광역시 기장군,8301,132
부산광역시 남구,4010,174
부산광역시 남구,4020,223
부산광역시 남구,8001,1362
부산광역시 남구,8004,112
부산광역시 남구,8005,136
부산광역시 남구,8006,655
부산광역시 남구,8021,362
부산광역시 남구,8301,178
부산광역시 동구,4010,97
부산광역시 동구,4020,157
부산광역시 동구,8001,750
부산광역시 동구,8004,60
부산광역시 동구,8005,81
부산광역시 동구,8006,328
부산광역시 동구,8021,183
부산광역시 동구,8301,88
부산광역시 동래구,4010,177
부산광역시 동래구,4020,252
부산광역시 동래구,8001,1707
부산광역시 동래구,8004,121
부산광역시 동래구,8005,144
부산광역시 동래구,8006,738
부산광역시 동래구,8021,416
부산광역시 동래구,8301,242
부산광역시 부산진구,4010,362
부산광역시 부산진구,4020,398
부산광역시 부산진구,8001,2677
부산광역시 부산진구,8004,280
부산광역시 부산진구,8005,235
부산광역시 부산진구,8006,1389
부산광역시 부산진구,8021,600
부산광역시 부산진구,8301,353
부산광역시 북구,4010,153
부산광역시 북구,4020,257
부산광역시 북구,8001,1267
부산광역시 북구,8004,84
부산광역시 북구,8005,126
부산광역시 북구,8006,501
부산광역시 북구,8021,355
부산광역시 북구,8301,199
부산광역시 사상구,4010,195
부산광역시 사상구,4020,292
부산광역시 사상구,8001,1442
부산광역시 사상구,8004,53
부산광역시 사상구,8005,163
부산광역시 사상구,8006,508
부산광역시 사상구,8021,323
부산광역시 사상구,8301,137
부산광역시 사하구,4010,217
부산광역시 사하구,4020,299
부산광역시 사하구,8001,1727
부산광역시 사하구,8004,98
부산광역시 사하구,8005,165
부산광역시 사하구,8006,603
부산광역시 사하구,8021,466
부산광역시 사하구,8301,187
부산광역시 서구,4010,82
부산광역시 서구,4020,140
부산광역시 서구,8001,689
부산광역시 서구,8004,43
부산광역시 서구,8005,50
부산광역시 서구,8006,334
부산광역시 서구,8021,157
부산광역시 서구,8301,67
부산광역시 수영구,4010,167
부산광역시 수영구,4020,166
부산광역시 수영구,8001,1390
부산광역시 수영구,8004,172
부산광역시 수영구,8005,109
부산광역시 수영구,8006,818
부산광역시 수영구,8021,291
부산광역시 수영구,8301,254
부산광역시 연제구,4010,147
부산광역시 연제구,4020,192
부산광역시 연제구,8001,1334
부산광역시 연제구,8004,125
부산광역시 연제구,8005,99
부산광역시 연제구,8006,572
부산광역시 연제구,8021,333
부산광역시 연제구,8301,176
부산광역시 영도구,4010,82
부산광역시 영도구,4020,162
부산광역시 영도구,8001,666
부산광역시 영도구,8004,21
부산광역시 영도구,8005,64
부산광역시 영도구,8006,287
부산광역시 영도구,8021,155
부산광역시 영도구,8301,56
부산광역시 중구,4010,87
부산광역시 중구,4020,174
부산광역시 중구,8001,896
부산광역시 중구,8004,91
부산광역시 중구,8005,64
부산광역시 중구,8006,452
부산광역시 중구,8021,158
부산광역시 중구,8301,78
부산광역시 해운대구,4010,295
부산광역시 해운대구,4020,344
부산광역시 해운대구,8001,2139
부산광역시 해운대구,8004,219
부산광역시 해운대구,8005,172
부산광역시 해운대구,8006,1194
부산광역시 해운대구,8021,564
부산광역시 해운대구,8301,310
서울특별시 강동구,4010,346
서울특별시 강동구,4020,353
서울특별시 강동구,8001,1899
서울특별시 강동구,8004,226
서울특별시 강동구,8005,169
서울특별시 강동구,8006,1208
서울특별시 강동구,8021,582
서울특별시 강동구,8301,353
서울특별시 강북구,4010,265
서울특별시 강북구,4020,290
서울특별시 강북구,8001,1601
서울특별시 강북구,8004,119
서울특별시 강북구,8005,121
서울특별시 강북구,8006,694
서울특별시 강북구,8021,404
서울특별시 강북구,8301,176
서울특별시 강서구,4010,529
서울특별시 강서구,4020,432
서울특별시 강서구,8001,2668
서울특별시 강서구,8004,329
서울특별시 강서구,8005,287
서울특별시 강서구,8006,1634
서울특별시 강서구,8021,751
서울특별시 강서구,8301,434
서울특별시 관악구,4010,406
서울특별시 관악구,4020,361
서울특별시 관악구,8001,2165
서울특별시 관악구,8004,271
서울특별시 관악구,8005,231
서울특별시 관악구,8006,1198
서울특별시 관악구,8021,643
서울특별시 관악구,8301,306
서울특별시 광진구,4010,373
서울특별시 광진구,4020,278
서울특별시 광진구,8001,1827
서울특별시 광진구,8004,280
서울특별시 광진구,8005,254
서울특별시 광진구,8006,1235
서울특별시 광진구,8021,508
서울특별시 광진구,8301,277
서울특별시 구로구,4010,337
서울특별시 구로구,4020,431
서울특별시 구로구,8001,1830
서울특별시 구로구,8004,185
서울특별시 구로구,8005,350
서울특별시 구로구,8006,877
서울특별시 구로구,8021,552
서울특별시 구로구,8301,243
서울특별시 금천구,4010,294
서울특별시 금천구,4020,277
서울특별시 금천구,8001,1469
서울특별시 금천구,8004,129
서울특별시 금천구,8005,205
서울특별시 금천구,8006,756
서울특별시 금천구,8021,403
서울특별시 금천구,8301,173
서울특별시 노원구,4010,316
서울특별시 노원구,4020,327
서울특별시 노원구,8001,1608
서울특별시 노원구,8004,217
서울특별시 노원구,8005,155
서울특별시 노원구,8006,1034
서울특별시 노원구,8021,581
서울특별시 노원구,8301,304
서울특별시 도봉구,4010,239
서울특별시 도봉구,4020,282
서울특별시 도봉구,8001,1130
서울특별시 도봉구,8004,98
서울특별시 도봉구,8005,90
서울특별시 도봉구,8006,541
서울특별시 도봉구,8021,374
서울특별시 도봉구,8301,192
서울특별시 동대문구,4010,348
서울특별시 동대문구,4020,382
서울특별시 동대문구,8001,2011
서울특별시 동대문구,8004,189
서울특별시 동대문구,8005,212
서울특별시 동대문구,8006,1036
서울특별시 동대문구,8021,527
서울특별시 동대문구,8301,249
서울특별시 동작구,4010,300
서울특별시 동작구,4020,252
서울특별시 동작구,8001,1410
서울특별시 동작구,8004,188
서울특별시 동작구,8005,151
서울특별시 동작구,8006,931
서울특별시 동작구,8021,464
서울특별시 동작구,8301,246
서울특별시 서대문구,4010,299
서울특별시 서대문구,4020,237
서울특별시 서대문구,8001,1510
서울특별시 서대문구,8004,205
서울특별시 서대문구,8005,177
서울특별시 서대문구,8006,1062
서울특별시 서대문구,8021,488
서울특별시 서대문구,8301,261
서울특별시 서초구,4010,481
서울특별시 서초구,4020,266
서울특별시 서초구,8001,2453
서울특별시 서초구,8004,415
서울특별시 서초구,8005,249
서울특별시 서초구,8006,1974
서울특별시 서초구,8021,569
서울특별시 서초구,8301,366
서울특별시 성동구,4010,285
서울특별시 성동구,4020,245
서울특별시 성동구,8001,1685
서울특별시 성동구,8004,265
서울특별시 성동구,8005,139
서울특별시 성동구,8006,1267
서울특별시 성동구,8021,398
서울특별시 성동구,8301,286
서울특별시 성북구,4010,330
서울특별시 성북구,4020,326
서울특별시 성북구,8001,1639
서울특별시 성북구,8004,174
서울특별시 성북구,8005,162
서울특별시 성북구,8006,1205
서울특별시 성북구,8021,550
서울특별시 성북구,8301,299
서울특별시 송파구,4010,583
서울특별시 송파구,4020,420
서울특별시 송파구,8001,2994
서울특별시 송파구,8004,498
서울특별시 송파구,8005,287
서울특별시 송파구,8006,2112
서울특별시 송파구,8021,846
서울특별시 송파구,8301,499
서울특별시 양천구,4010,273
서울특별시 양천구,4020,309
서울특별시 양천구,8001,1354
서울특별시 양천구,8004,161
서울특별시 양천구,8005,144
서울특별시 양천구,8006,899
서울특별시 양천구,8021,485
서울특별시 양천구,8301,300
서울특별시 용산구,4010,265
서울특별시 용산구,4020,228
서울특별시 용산구,8001,1525
서울특별시 용산구,8004,286
서울특별시 용산구,8005,142
서울특별시 용산구,8006,1751
서울특별시 용산구,8021,356
서울특별시 용산구,8301,274
서울특별시 은평구,4010,326
서울특별시 은평구,4020,300
서울특별시 은평구,8001,1746
서울특별시 은평구,8004,162
서울특별시 은평구,8005,146
서울특별시 은평구,8006,961
서울특별시 은평구,8021,563
서울특별시 은평구,8301,285
서울특별시 종로구,4010,286
서울특별시 종로구,4020,306
서울특별시 종로구,8001,2487
서울특별시 종로구,8004,319
서울특별시 종로구,8005,195
서울특별시 종로구,8006,1886
서울특별시 종로구,8021,453
서울특별시 종로구,8301,277
서울특별시 중구,4010,363
서울특별시 중구,4020,419
서울특별시 중구,8001,2466
서울특별시 중구,8004,330
서울특별시 중구,8005,226
서울특별시 중구,8006,1653
서울특별시 중구,8021,456
서울특별시 중구,8301,239
세종특별자치시,4010,318
세종특별자치시,4020,357
세종특별자치시,8001,2077
세종특별자치시,8004,172
세종특별자치시,8005,217
세종특별자치시,8006,1232
세종특별자치시,8021,563
세종특별자치시,8301,305
울산광역시 남구,4010,387
울산광역시 남구,4020,337
울산광역시 남구,8001,2842
울산광역시 남구,8004,235
울산광역시 남구,8005,211
울산광역시 남구,8006,1218
울산광역시 남구,8021,591
울산광역시 남구,8301,319
울산광역시 동구,4010,157
울산광역시 동구,4020,191
울산광역시 동구,8001,1190
울산광역시 동구,8004,51
울산광역시 동구,8005,98
울산광역시 동구,8006,438
울산광역시 동구,8021,293
울산광역시 동구,8301,117
울산광역시 북구,4010,177
울산광역시 북구,4020,205
울산광역시 북구,8001,1469
울산광역시 북구,8004,72
울산광역시 북구,8005,101
울산광역시 북구,8006,532
울산광역시 북구,8021,352
울산광역시 북구,8301,144
울산광역시 울주군,4010,247
울산광역시 울주군,4020,338
울산광역시 울주군,8001,2130
울산광역시 울주군,8004,43
울산광역시 울주군,8005,147
울산광역시 울주군,8006,734
울산광역시 울주군,8021,403
울산광역시 울주군,8301,164
울산광역시 중구,4010,157
울산광역시 중구,4020,242
울산광역시 중구,8001,1424
울산광역시 중구,8004,67
울산광역시 중구,8005,104
울산광역시 중구,8006,605
울산광역시 중구,8021,345
울산광역시 중구,8301,180
인천광역시 강화군,4010,119
인천광역시 강화군,4020,147
인천광역시 강화군,8001,959
인천광역시 강화군,8004,21
인천광역시 강화군,8005,52
인천광역시 강화군,8006,410
인천광역시 강화군,8021,122
인천광역시 강화군,8301,64
인천광역시 남동구,4010,479
인천광역시 남동구,4020,526
인천광역시 남동구,8001,2737
인천광역시 남동구,8004,219
인천광역시 남동구,8005,281
인천광역시 남동구,8006,1327
인천광역시 남동구,8021,776
인천광역시 남동구,8301,334
인천광역시 미추홀구,4010,438
인천광역시 미추홀구,4020,457
인천광역시 미추홀구,8001,2301
인천광역시 미추홀구,8004,146
인천광역시 미추홀구,8005,229
인천광역시 미추홀구,8006,1007
인천광역시 미추홀구,8021,681
인천광역시 미추홀구,8301,282
인천광역시 부평구,4010,426
인천광역시 부평구,4020,501
인천광역시 부평구,8001,2312
인천광역시 부평구,8004,167
인천광역시 부평구,8005,307
인천광역시 부평구,8006,1144
인천광역시 부평구,8021,654
인천광역시 부평구,8301,284
인천광역시 연수구,4010,345
인천광역시 연수구,4020,302
인천광역시 연수구,8001,1996
인천광역시 연수구,8004,209
인천광역시 연수구,8005,208
인천광역시 연수구,8006,1153
인천광역시 연수구,8021,519
인천광역시 연수구,8301,297
인천광역시 옹진군,4010,36
인천광역시 옹진군,4020,95
인천광역시 옹진군,8001,380
인천광역시 옹진군,8004,1
인천광역시 옹진군,8005,17
인천광역시 옹진군,8006,94
인천광역시 옹진군,8021,47
인천광역시 옹진군,8301,12
전북특별자치도 고창군,4010,49
전북특별자치도 고창군,4020,151
전북특별자치도 고창군,8001,467
전북특별자치도 고창군,8004,8
전북특별자치도 고창군,8005,39
전북특별자치도 고창군,8006,138
전북특별자치도 고창군,8021,84
전북특별자치도 고창군,8301,64
전북특별자치도 군산시,4010,290
전북특별자치도 군산시,4020,569
전북특별자치도 군산시,8001,2261
전북특별자치도 군산시,8004,105
전북특별자치도 군산시,8005,221
전북특별자치도 군산시,8006,950
전북특별자치도 군산시,8021,502
전북특별자치도 군산시,8301,234
전북특별자치도 김제시,4010,81
전북특별자치도 김제시,4020,161
전북특별자치도 김제시,8001,645
전북특별자치도 김제시,8004,15
전북특별자치도 김제시,8005,59
전북특별자치도 김제시,8006,237
전북특별자치도 김제시,8021,133
전북특별자치도 김제시,8301,83
전북특별자치도 남원시,4010,64
전북특별자치도 남원시,4020,226
전북특별자치도 남원시,8001,791
전북특별자치도 남원시,8004,24
전북특별자치도 남원시,8005,76
전북특별자치도 남원시,8006,301
전북특별자치도 남원시,8021,141
전북특별자치도 남원시,8301,86
전북특별자치도 무주군,4010,31
전북특별자치도 무주군,4020,92
전북특별자치도 무주군,8001,296
전북특별자치도 무주군,8004,1
전북특별자치도 무주군,8005,22
전북특별자치도 무주군,8006,98
전북특별자치도 무주군,8021,60
전북특별자치도 무주군,8301,16
전북특별자치도 부안군,4010,58
전북특별자치도 부안군,4020,146
전북특별자치도 부안군,8001,585
전북특별자치도 부안군,8004,9
전북특별자치도 부안군,8005,42
전북특별자치도 부안군,8006,175
전북특별자치도 부안군,8021,98
전북특별자치도 부안군,8301,64
전북특별자치도 순창군,4010,16
전북특별자치도 순창군,4020,66
전북특별자치도 순창군,8001,241
전북특별자치도 순창군,8004,1
전북특별자치도 순창군,8005,23
전북특별자치도 순창군,8006,77
전북특별자치도 순창군,8021,36
전북특별자치도 순창군,8301,22
전북특별자치도 완주군,4010,91
전북특별자치도 완주군,4020,271
전북특별자치도 완주군,8001,887
전북특별자치도 완주군,8004,38
전북특별자치도 완주군,8005,67
전북특별자치도 완주군,8006,396
전북특별자치도 완주군,8021,179
전북특별자치도 완주군,8301,78
전북특별자치도 익산시,4010,260
전북특별자치도 익산시,4020,431
전북특별자치도 익산시,8001,1937
전북특별자치도 익산시,8004,84
전북특별자치도 익산시,8005,172
전북특별자치도 익산시,8006,880
전북특별자치도 익산시,8021,461
전북특별자치도 익산시,8301,247
전북특별자치도 임실군,4010,19
전북특별자치도 임실군,4020,84
전북특별자치도 임실군,8001,231
전북특별자치도 임실군,8004,3
전북특별자치도 임실군,8005,28
전북특별자치도 임실군,8006,82
전북특별자치도 임실군,8021,46
전북특별자치도 임실군,8301,24
전북특별자치도 장수군,4010,15
전북특별자치도 장수군,4020,53
전북특별자치도 장수군,8001,169
전북특별자치도 장수군,8004,1
전북특별자치도 장수군,8005,23
전북특별자치도 장수군,8006,58
전북특별자치도 장수군,8021,36
전북특별자치도 장수군,8301,27
전북특별자치도 전주시 덕진구,4010,358
전북특별자치도 전주시 덕진구,4020,411
전북특별자치도 전주시 덕진구,8001,1931
전북특별자치도 전주시 덕진구,8004,130
전북특별자치도 전주시 덕진구,8005,186
전북특별자치도 전주시 덕진구,8006,1085
전북특별자치도 전주시 덕진구,8021,585
전북특별자치도 전주시 덕진구,8301,296
전북특별자치도 전주시 완산구,4010,321
전북특별자치도 전주시 완산구,4020,485
전북특별자치도 전주시 완산구,8001,2338
전북특별자치도 전주시 완산구,8004,196
전북특별자치도 전주시 완산구,8005,171
전북특별자치도 전주시 완산구,8006,1518
전북특별자치도 전주시 완산구,8021,553
전북특별자치도 전주시 완산구,8301,394
전북특별자치도 정읍시,4010,94
전북특별자치도 정읍시,4020,229
전북특별자치도 정읍시,8001,781
전북특별자치도 정읍시,8004,27
전북특별자치도 정읍시,8005,79
전북특별자치도 정읍시,8006,327
전북특별자치도 정읍시,8021,173
전북특별자치도 정읍시,8301,98
전북특별자치도 진안군,4010,14
전북특별자치도 진안군,4020,72
전북특별자치도 진안군,8001,233
전북특별자치도 진안군,8004,3
전북특별자치도 진안군,8005,18
전북특별자치도 진안군,8006,66
전북특별자치도 진안군,8021,39
전북특별자치도 진안군,8301,18
제주특별자치도 서귀포시,4010,433
제주특별자치도 서귀포시,4020,342
제주특별자치도 서귀포시,8001,2817
제주특별자치도 서귀포시,8004,115
제주특별자치도 서귀포시,8005,184
제주특별자치도 서귀포시,8006,1331
제주특별자치도 서귀포시,8021,458
제주특별자치도 서귀포시,8301,258
충청남도 계룡시,4010,36
충청남도 계룡시,4020,34
충청남도 계룡시,8001,282
충청남도 계룡시,8004,8
충청남도 계룡시,8005,17
충청남도 계룡시,8006,123
충청남도 계룡시,8021,86
충청남도 계룡시,8301,36
충청남도 공주시,4010,124
충청남도 공주시,4020,228
충청남도 공주시,8001,1137
충청남도 공주시,8004,25
충청남도 공주시,8005,95
충청남도 공주시,8006,531
충청남도 공주시,8021,218
충청남도 공주시,8301,135
충청남도 금산군,4010,47
충청남도 금산군,4020,121
충청남도 금산군,8001,565
충청남도 금산군,8004,10
충청남도 금산군,8005,57
충청남도 금산군,8006,153
충청남도 금산군,8021,102
충청남도 금산군,8301,50
충청남도 논산시,4010,115
충청남도 논산시,4020,263
충청남도 논산시,8001,1058
충청남도 논산시,8004,28
충청남도 논산시,8005,98
충청남도 논산시,8006,379
충청남도 논산시,8021,220
충청남도 논산시,8301,120
충청남도 당진시,4010,278
충청남도 당진시,4020,262
충청남도 당진시,8001,1796
충청남도 당진시,8004,51
충청남도 당진시,8005,147
충청남도 당진시,8006,518
충청남도 당진시,8021,360
충청남도 당진시,8301,152
충청남도 보령시,4010,161
충청남도 보령시,4020,277
충청남도 보령시,8001,1297
충청남도 보령시,8004,34
충청남도 보령시,8005,91
충청남도 보령시,8006,370
충청남도 보령시,8021,188
충청남도 보령시,8301,116
충청남도 부여군,4010,54
충청남도 부여군,4020,109
충청남도 부여군,8001,525
충청남도 부여군,8004,10
충청남도 부여군,8005,46
충청남도 부여군,8006,194
충청남도 부여군,8021,90
충청남도 부여군,8301,58
충청남도 서산시,4010,249
충청남도 서산시,4020,281
충청남도 서산시,8001,1666
충청남도 서산시,8004,67
충청남도 서산시,8005,131
충청남도 서산시,8006,587
충청남도 서산시,8021,328
충청남도 서산시,8301,169
충청남도 서천군,4010,41
충청남도 서천군,4020,130
충청남도 서천군,8001,486
충청남도 서천군,8004,6
충청남도 서천군,8005,47
충청남도 서천군,8006,157
충청남도 서천군,8021,89
충청남도 서천군,8301,63
충청남도 아산시,4010,496
충청남도 아산시,4020,481
충청남도 아산시,8001,2479
충청남도 아산시,8004,135
충청남도 아산시,8005,295
충청남도 아산시,8006,1082
충청남도 아산시,8021,651
충청남도 아산시,8301,291
충청남도 예산군,4010,105
충청남도 예산군,4020,164
충청남도 예산군,8001,862
충청남도 예산군,8004,20
충청남도 예산군,8005,67
충청남도 예산군,8006,320
충청남도 예산군,8021,142
충청남도 예산군,8301,83
충청남도 천안시 동남구,4010,370
충청남도 천안시 동남구,4020,380
충청남도 천안시 동남구,8001,2006
충청남도 천안시 동남구,8004,104
충청남도 천안시 동남구,8005,195
충청남도 천안시 동남구,8006,919
충청남도 천안시 동남구,8021,489
충청남도 천안시 동남구,8301,252
충청남도 천안시 서북구,4010,554
충청남도 천안시 서북구,4020,396
충청남도 천안시 서북구,8001,2920
충청남도 천안시 서북구,8004,231
충청남도 천안시 서북구,8005,276
충청남도 천안시 서북구,8006,1213
충청남도 천안시 서북구,8021,759
충청남도 천안시 서북구,8301,317
충청남도 청양군,4010,29
충청남도 청양군,4020,65
충청남도 청양군,8001,321
충청남도 청양군,8004,3
충청남도 청양군,8005,31
충청남도 청양군,8006,103
충청남도 청양군,8021,49
충청남도 청양군,8301,47
충청남도 태안군,4010,123
충청남도 태안군,4020,290
충청남도 태안군,8001,844
충청남도 태안군,8004,11
충청남도 태안군,8005,56
충청남도 태안군,8006,235
충청남도 태안군,8021,135
충청남도 태안군,8301,67
충청남도 홍성군,4010,105
충청남도 홍성군,4020,192
충청남도 홍성군,8001,988
충청남도 홍성군,8004,37
충청남도 홍성군,8005,91
충청남도 홍성군,8006,367
충청남도 홍성군,8021,186
충청남도 홍성군,8301,102
충청북도 괴산군,4010,36
충청북도 괴산군,4020,124
충청북도 괴산군,8001,475
충청북도 괴산군,8004,7
충청북도 괴산군,8005,31
충청북도 괴산군,8006,124
충청북도 괴산군,8021,54
충청북도 괴산군,8301,31
충청북도 단양군,4010,28
충청북도 단양군,4020,112
충청북도 단양군,8001,435
충청북도 단양군,8004,3
충청북도 단양군,8005,22
충청북도 단양군,8006,132
충청북도 단양군,8021,69
충청북도 단양군,8301,31
충청북도 보은군,4010,24
충청북도 보은군,4020,99
충청북도 보은군,8001,385
충청북도 보은군,8004,3
충청북도 보은군,8005,26
충청북도 보은군,8006,110
충청북도 보은군,8021,59
충청북도 보은군,8301,28
충청북도 영동군,4010,34
충청북도 영동군,4020,112
충청북도 영동군,8001,467
충청북도 영동군,8004,7
충청북도 영동군,8005,34
충청북도 영동군,8006,194
충청북도 영동군,8021,72
충청북도 영동군,8301,35
충청북도 옥천군,4010,51
충청북도 옥천군,4020,130
충청북도 옥천군,8001,521
충청북도 옥천군,8004,10
충청북도 옥천군,8005,40
충청북도 옥천군,8006,177
충청북도 옥천군,8021,101
충청북도 옥천군,8301,49
충청북도 음성군,4010,193
충청북도 음성군,4020,160
충청북도 음성군,8001,1139
충청북도 음성군,8004,24
충청북도 음성군,8005,115
충청북도 음성군,8006,352
충청북도 음성군,8021,229
충청북도 음성군,8301,92
충청북도 제천시,4010,147
충청북도 제천시,4020,312
충청북도 제천시,8001,1404
충청북도 제천시,8004,31
충청북도 제천시,8005,106
충청북도 제천시,8006,514
충청북도 제천시,8021,292
충청북도 제천시,8301,113
충청북도 증평군,4010,52
충청북도 증평군,4020,62
충청북도 증평군,8001,378
충청북도 증평군,8004,15
충청북도 증평군,8005,34
충청북도 증평군,8006,121
충청북도 증평군,8021,94
충청북도 증평군,8301,36
충청북도 진천군,4010,154
충청북도 진천군,4020,129
충청북도 진천군,8001,903
충청북도 진천군,8004,27
충청북도 진천군,8005,88
충청북도 진천군,8006,340
충청북도 진천군,8021,187
충청북도 진천군,8301,75
충청북도 청주시 상당구,4010,183
충청북도 청주시 상당구,4020,288
충청북도 청주시 상당구,8001,1467
충청북도 청주시 상당구,8004,97
충청북도 청주시 상당구,8005,128
충청북도 청주시 상당구,8006,721
충청북도 청주시 상당구,8021,387
충청북도 청주시 상당구,8301,195
충청북도 청주시 서원구,4010,188
충청북도 청주시 서원구,4020,199
충청북도 청주시 서원구,8001,1226
충청북도 청주시 서원구,8004,82
충청북도 청주시 서원구,8005,120
충청북도 청주시 서원구,8006,589
충청북도 청주시 서원구,8021,348
충청북도 청주시 서원구,8301,141
충청북도 청주시 청원구,4010,273
충청북도 청주시 청원구,4020,231
충청북도 청주시 청원구,8001,1521
충청북도 청주시 청원구,8004,98
충청북도 청주시 청원구,8005,148
충청북도 청주시 청원구,8006,603
충청북도 청주시 청원구,8021,393
충청북도 청주시 청원구,8301,183
충청북도 청주시 흥덕구,4010,366
충청북도 청주시 흥덕구,4020,321
충청북도 청주시 흥덕구,8001,2207
충청북도 청주시 흥덕구,8004,162
충청북도 청주시 흥덕구,8005,204
충청북도 청주시 흥덕구,8006,898
충청북도 청주시 흥덕구,8021,551
충청북도 청주시 흥덕구,8301,258
충청북도 충주시,4010,270
충청북도 충주시,4020,374
충청북도 충주시,8001,2214
충청북도 충주시,8004,74
충청북도 충주시,8005,201
충청북도 충주시,8006,792
충청북도 충주시,8021,491
