행정구역명,행정구역코드,구분수준,STRD_YYMM,총인구수,20대이하_인구,20대_인구,30대_인구,40대_인구,50대_인구,60대이상_인구
충청북도 청주시 상당구,4311100000,시군구,202602,194232.0,32341.0,19959.0,23801.0,28667.0,33649.0,55815.0
충청북도 청주시 서원구,4311200000,시군구,202602,184851.0,26743.0,24092.0,22392.0,24765.0,33104.0,53755.0
충청북도 청주시 흥덕구,4311300000,시군구,202602,291887.0,50925.0,36069.0,49984.0,46033.0,46573.0,62303.0
충청북도 청주시 청원구,4311400000,시군구,202602,186450.0,32542.0,21859.0,26658.0,30795.0,29220.0,45376.0
충청북도 충주시,4313000000,시군구,202602,206177.0,28042.0,19729.0,22524.0,27187.0,35963.0,72732.0
충청북도 제천시,4315000000,시군구,202602,127640.0,16629.0,12525.0,11323.0,15075.0,22331.0,49757.0
충청북도 보은군,4372000000,시군구,202602,30601.0,2710.0,1800.0,1801.0,2660.0,4823.0,16807.0
충청북도 옥천군,4373000000,시군구,202602,50117.0,5186.0,3744.0,3365.0,5239.0,8683.0,23900.0
충청북도 영동군,4374000000,시군구,202602,43043.0,4019.0,2884.0,2624.0,3809.0,7350.0,22357.0
충청북도 증평군,4374500000,시군구,202602,36623.0,5562.0,3555.0,4465.0,5195.0,6225.0,11621.0
충청북도 진천군,4375000000,시군구,202602,85689.0,14146.0,7418.0,10597.0,13774.0,14668.0,25086.0
충청북도 괴산군,4376000000,시군구,202602,37774.0,2854.0,2249.0,2120.0,3185.0,6339.0,21027.0
충청북도 음성군,4377000000,시군구,202602,95021.0,11553.0,8114.0,9800.0,12314.0,17742.0,35498.0
충청북도 단양군,4380000000,시군구,202602,26711.0,2262.0,1547.0,1580.0,2356.0,4574.0,14392.0
충청남도,4400000000,시도,202602,2136064.0,327768.0,210272.0,251296.0,312680.0,353782.0,680266.0
충청남도 천안시,4413000000,시군구,202602,664746.0,111451.0,84888.0,98004.0,109089.0,111703.0,149611.0
충청남도 천안시 동남구,4413100000,시군구,202602,262718.0,39581.0,32204.0,33000.0,38989.0,46157.0,72787.0
충청남도 천안시 서북구,4413300000,시군구,202602,402028.0,71870.0,52684.0,65004.0,70100.0,65546.0,76824.0
충청남도 공주시,4415000000,시군구,202602,99551.0,11132.0,9996.0,7966.0,10899.0,16210.0,43348.0
충청남도 보령시,4418000000,시군구,202602,91621.0,10844.0,6816.0,7378.0,10982.0,15802.0,39799.0
충청남도 아산시,4420000000,시군구,202602,360864.0,69500.0,37548.0,52292.0,64531.0,56380.0,80613.0
충청남도 서산시,4421000000,시군구,202602,171893.0,27030.0,15367.0,19353.0,24952.0,29859.0,55332.0
충청남도 논산시,4423000000,시군구,202602,106522.0,12901.0,8315.0,8989.0,12004.0,18008.0,46305.0
충청남도 계룡시,4425000000,시군구,202602,45990.0,9342.0,4381.0,5247.0,7813.0,8348.0,10859.0
충청남도 당진시,4427000000,시군구,202602,172251.0,28290.0,13878.0,20372.0,27555.0,28952.0,53204.0
충청남도 금산군,4471000000,시군구,202602,48741.0,5384.0,3087.0,2925.0,4848.0,8360.0,24137.0
충청남도 부여군,4476000000,시군구,202602,58036.0,5346.0,3524.0,3373.0,5358.0,9084.0,31351.0
충청남도 서천군,4477000000,시군구,202602,47074.0,4171.0,2787.0,2734.0,4275.0,7446.0,25661.0
충청남도 청양군,4479000000,시군구,202602,29919.0,2637.0,2199.0,1731.0,2533.0,4703.0,16116.0
충청남도 홍성군,4480000000,시군구,202602,101040.0,15483.0,8291.0,10545.0,13266.0,16258.0,37197.0
충청남도 예산군,4481000000,시군구,202602,78647.0,8686.0,5419.0,6520.0,8391.0,12837.0,36794.0
충청남도 태안군,4482500000,시군구,202602,59169.0,5571.0,3776.0,3867.0,6184.0,9832.0,29939.0
전라남도,4600000000,시도,202602,1776547.0,249516.0,157457.0,169733.0,226382.0,302963.0,670496.0
전라남도 목포시,4611000000,시군구,202602,201025.0,31300.0,20712.0,19257.0,30572.0,36188.0,62996.0
전라남도 여수시,4613000000,시군구,202602,262218.0,37994.0,25241.0,27020.0,35668.0,45711.0,90584.0
전라남도 순천시,4615000000,시군구,202602,274763.0,45770.0,29577.0,32547.0,38439.0,47899.0,80531.0
전라남도 나주시,4617000000,시군구,202602,116940.0,18894.0,9981.0,14515.0,16532.0,17395.0,39623.0
전라남도 광양시,4623000000,시군구,202602,155672.0,26659.0,15895.0,20076.0,22491.0,29788.0,40763.0
전라남도 담양군,4671000000,시군구,202602,44108.0,4453.0,3158.0,3150.0,4340.0,7504.0,21503.0
전라남도 곡성군,4672000000,시군구,202602,27499.0,2346.0,1826.0,1775.0,2422.0,4683.0,14447.0
전라남도 구례군,4673000000,시군구,202602,23904.0,2242.0,1494.0,1254.0,2185.0,4121.0,12608.0
전라남도 고흥군,4677000000,시군구,202602,59317.0,4877.0,3045.0,3037.0,4931.0,8987.0,34440.0
전라남도 보성군,4678000000,시군구,202602,36819.0,3245.0,2174.0,1958.0,3163.0,5758.0,20521.0
전라남도 화순군,4679000000,시군구,202602,60160.0,7122.0,5512.0,4759.0,6302.0,10840.0,25625.0
전라남도 장흥군,4680000000,시군구,202602,34102.0,3509.0,2254.0,2212.0,3278.0,5539.0,17310.0
전라남도 강진군,4681000000,시군구,202602,31759.0,3462.0,2118.0,2105.0,2979.0,4929.0,16166.0
전라남도 해남군,4682000000,시군구,202602,62147.0,6751.0,4164.0,3927.0,6282.0,10267.0,30756.0
전라남도 영암군,4683000000,시군구,202602,50058.0,5786.0,3935.0,3687.0,6191.0,9139.0,21320.0
전라남도 무안군,4684000000,시군구,202602,95696.0,18261.0,9228.0,11310.0,15183.0,14343.0,27371.0
전라남도 함평군,4686000000,시군구,202602,29325.0,2589.0,1784.0,1756.0,2606.0,4870.0,15720.0
전라남도 영광군,4687000000,시군구,202602,53807.0,7217.0,4522.0,5043.0,6044.0,8694.0,22287.0
전라남도 장성군,4688000000,시군구,202602,43001.0,4923.0,3394.0,3396.0,4562.0,7298.0,19428.0
전라남도 완도군,4689000000,시군구,202602,44416.0,5092.0,2707.0,2715.0,5083.0,7126.0,21693.0
전라남도 진도군,4690000000,시군구,202602,27922.0,3006.0,1907.0,1774.0,2781.0,4531.0,13923.0
전라남도 신안군,4691000000,시군구,202602,41889.0,4018.0,2829.0,2460.0,4348.0,7353.0,20881.0
경상북도,4700000000,시도,202602,2500499.0,341119.0,216974.0,251240.0,331070.0,433169.0,926927.0
경상북도 포항시,4711000000,시군구,202602,488435.0,74133.0,43691.0,54199.0,70188.0,84478.0,161746.0
경상북도 포항시 남구,4711100000,시군구,202602,214484.0,31156.0,19779.0,22111.0,31193.0,37363.0,72882.0
경상북도 포항시 북구,4711300000,시군구,202602,273951.0,42977.0,23912.0,32088.0,38995.0,47115.0,88864.0
경상북도 경주시,4713000000,시군구,202602,243462.0,30079.0,20039.0,22937.0,30099.0,44940.0,95368.0
경상북도 김천시,4715000000,시군구,202602,133080.0,18937.0,10397.0,12921.0,17095.0,22260.0,51470.0
경상북도 안동시,4717000000,시군구,202602,151745.0,19915.0,14791.0,14014.0,18353.0,25399.0,59273.0
경상북도 구미시,4719000000,시군구,202602,403254.0,71630.0,43464.0,57260.0,69737.0,71905.0,89258.0
경상북도 영주시,4721000000,시군구,202602,96790.0,12533.0,7672.0,7392.0,10922.0,16492.0,41779.0
경상북도 영천시,4723000000,시군구,202602,94756.0,10085.0,6201.0,7682.0,10022.0,16452.0,44314.0
경상북도 상주시,4725000000,시군구,202602,89602.0,10157.0,5804.0,5919.0,9093.0,14522.0,44107.0
경상북도 문경시,4728000000,시군구,202602,64989.0,7173.0,4389.0,4323.0,6792.0,10692.0,31620.0
경상북도 경산시,4729000000,시군구,202602,263316.0,37271.0,32624.0,30376.0,36334.0,46099.0,80612.0
경상북도 의성군,4773000000,시군구,202602,47868.0,3281.0,1891.0,2621.0,3709.0,7022.0,29344.0
경상북도 청송군,4775000000,시군구,202602,23313.0,1680.0,1139.0,1437.0,1872.0,3704.0,13481.0
경상북도 영양군,4776000000,시군구,202602,15986.0,1312.0,913.0,942.0,1349.0,2640.0,8830.0
경상북도 영덕군,4777000000,시군구,202602,32589.0,2648.0,1564.0,1809.0,2926.0,5260.0,18382.0
경상북도 청도군,4782000000,시군구,202602,40119.0,3001.0,1705.0,2118.0,3526.0,6271.0,23498.0
경상북도 고령군,4783000000,시군구,202602,29625.0,2492.0,1708.0,1857.0,2889.0,5209.0,15470.0
경상북도 성주군,4784000000,시군구,202602,40571.0,3209.0,1934.0,2734.0,3800.0,6818.0,22076.0
경상북도 칠곡군,4785000000,시군구,202602,104347.0,15181.0,8414.0,9676.0,17286.0,21177.0,32613.0
경상북도 예천군,4790000000,시군구,202602,53808.0,8219.0,3193.0,4919.0,6747.0,7484.0,23246.0
경상북도 봉화군,4792000000,시군구,202602,28158.0,2351.0,1261.0,1337.0,2266.0,4537.0,16406.0
경상북도 울진군,4793000000,시군구,202602,45962.0,5170.0,3532.0,3996.0,5009.0,8060.0,20195.0
경상북도 울릉군,4794000000,시군구,202602,8724.0,662.0,648.0,771.0,1056.0,1748.0,3839.0
경상남도,4800000000,시도,202602,3201389.0,489499.0,285295.0,340657.0,472722.0,578563.0,1034653.0
경상남도 창원시,4812000000,시군구,202602,988918.0,151732.0,96899.0,118452.0,150265.0,176707.0,294863.0
경상남도 창원시 의창구,4812100000,시군구,202602,206993.0,30800.0,21059.0,25338.0,30409.0,37766.0,61621.0
경상남도 창원시 성산구,4812300000,시군구,202602,247105.0,39936.0,28021.0,36248.0,36993.0,46541.0,59366.0
경상남도 창원시 마산합포구,4812500000,시군구,202602,175375.0,24590.0,14872.0,18348.0,25652.0,28309.0,63604.0
경상남도 창원시 마산회원구,4812700000,시군구,202602,175539.0,24540.0,15659.0,18101.0,25141.0,31886.0,60212.0
경상남도 창원시 진해구,4812900000,시군구,202602,183906.0,31866.0,17288.0,20417.0,32070.0,32205.0,50060.0
경상남도 진주시,4817000000,시군구,202602,335108.0,53720.0,37050.0,38925.0,46767.0,57190.0,101456.0
경상남도 통영시,4822000000,시군구,202602,116208.0,16921.0,8469.0,8730.0,17290.0,21712.0,43086.0
경상남도 사천시,4824000000,시군구,202602,107889.0,15345.0,8808.0,10345.0,15185.0,19526.0,38680.0
경상남도 김해시,4825000000,시군구,202602,532715.0,92615.0,53416.0,64433.0,85887.0,104759.0,131605.0
경상남도 밀양시,4827000000,시군구,202602,98901.0,10428.0,6486.0,7462.0,10957.0,16416.0,47152.0
경상남도 거제시,4831000000,시군구,202602,230117.0,42867.0,18256.0,22181.0,44230.0,45360.0,57223.0
경상남도 양산시,4833000000,시군구,202602,361336.0,62266.0,31768.0,44653.0,60187.0,63824.0,98638.0
경상남도 의령군,4872000000,시군구,202602,24531.0,1943.0,1284.0,1365.0,2157.0,4034.0,13748.0
경상남도 함안군,4873000000,시군구,202602,57345.0,7220.0,3611.0,3791.0,7025.0,10339.0,25359.0
경상남도 창녕군,4874000000,시군구,202602,54883.0,5554.0,2726.0,3555.0,5604.0,9106.0,28338.0
경상남도 고성군,4882000000,시군구,202602,46901.0,4953.0,2564.0,2502.0,4919.0,8177.0,23786.0
경상남도 남해군,4884000000,시군구,202602,40887.0,3785.0,2313.0,2176.0,3566.0,6681.0,22366.0
경상남도 하동군,4885000000,시군구,202602,39835.0,3188.0,1999.0,2098.0,3277.0,7079.0,22194.0
경상남도 산청군,4886000000,시군구,202602,32679.0,2440.0,1607.0,1626.0,2559.0,5631.0,18816.0
경상남도 함양군,4887000000,시군구,202602,35388.0,3574.0,1968.0,1976.0,3216.0,6094.0,18560.0
경상남도 거창군,4888000000,시군구,202602,58737.0,8122.0,4252.0,4468.0,6481.0,9825.0,25589.0
경상남도 합천군,4889000000,시군구,202602,39011.0,2826.0,1819.0,1919.0,3150.0,6103.0,23194.0
제주특별자치도,5000000000,시도,202602,663514.0,113728.0,64799.0,76731.0,101926.0,118937.0,187393.0
제주특별자치도 제주시,5011000000,시군구,202602,484514.0,85269.0,50379.0,59754.0,75202.0,86260.0,127650.0
제주특별자치도 서귀포시,5013000000,시군구,202602,179000.0,28459.0,14420.0,16977.0,26724.0,32677.0,59743.0
강원특별자치도,5100000000,시도,202602,1506699.0,204907.0,146407.0,158397.0,193867.0,257000.0,546121.0
강원특별자치도 춘천시,5111000000,시군구,202602,284855.0,42714.0,34492.0,34824.0,38584.0,46228.0,88013.0
강원특별자치도 원주시,5113000000,시군구,202602,363669.0,57967.0,38312.0,47057.0,53631.0,62320.0,104382.0
강원특별자치도 강릉시,5115000000,시군구,202602,205895.0,26558.0,19985.0,20522.0,26896.0,36431.0,75503.0
강원특별자치도 동해시,5117000000,시군구,202602,86062.0,12410.0,7525.0,8027.0,11815.0,15913.0,30372.0
강원특별자치도 태백시,5119000000,시군구,202602,36886.0,4605.0,2603.0,2654.0,4760.0,6685.0,15579.0
강원특별자치도 속초시,5121000000,시군구,202602,79252.0,10698.0,6764.0,8612.0,10632.0,14382.0,28164.0
강원특별자치도 삼척시,5123000000,시군구,202602,60135.0,7112.0,5662.0,4615.0,6799.0,10509.0,25438.0
강원특별자치도 홍천군,5172000000,시군구,202602,65937.0,7074.0,4811.0,5390.0,6669.0,10662.0,31331.0
강원특별자치도 횡성군,5173000000,시군구,202602,45583.0,4724.0,2779.0,2820.0,4212.0,7413.0,23635.0
강원특별자치도 영월군,5175000000,시군구,202602,35917.0,3572.0,2327.0,2230.0,3566.0,6251.0,17971.0
강원특별자치도 평창군,5176000000,시군구,202602,39949.0,3723.0,2651.0,2525.0,4020.0,7237.0,19793.0
강원특별자치도 정선군,5177000000,시군구,202602,35001.0,3154.0,2360.0,2298.0,3946.0,6647.0,16596.0
강원특별자치도 철원군,5178000000,시군구,202602,39818.0,5252.0,4000.0,4096.0,4400.0,6285.0,15785.0
강원특별자치도 화천군,5179000000,시군구,202602,22284.0,2767.0,2692.0,2415.0,2203.0,3305.0,8902.0
강원특별자치도 양구군,5180000000,시군구,202602,20382.0,3063.0,2108.0,2166.0,2232.0,3020.0,7793.0
강원특별자치도 인제군,5181000000,시군구,202602,30742.0,3975.0,3327.0,3712.0,3643.0,4587.0,11498.0
강원특별자치도 고성군,5182000000,시군구,202602,26942.0,2766.0,2181.0,2395.0,2727.0,4489.0,12384.0
강원특별자치도 양양군,5183000000,시군구,202602,27390.0,2773.0,1828.0,2039.0,3132.0,4636.0,12982.0
전북특별자치도,5200000000,시도,202602,1721941.0,245819.0,170357.0,172044.0,225880.0,298287.0,609554.0
전북특별자치도 전주시,5211000000,시군구,202602,623433.0,102384.0,75911.0,74296.0,91731.0,107843.0,171268.0
전북특별자치도 전주시 완산구,5211100000,시군구,202602,315217.0,46951.0,38638.0,36360.0,43544.0,56231.0,93493.0
전북특별자치도 전주시 덕진구,5211300000,시군구,202602,308216.0,55433.0,37273.0,37936.0,48187.0,51612.0,77775.0
전북특별자치도 군산시,5213000000,시군구,202602,255886.0,38882.0,23811.0,25705.0,37771.0,45689.0,84028.0
전북특별자치도 익산시,5214000000,시군구,202602,266797.0,37258.0,28318.0,27149.0,34246.0,47455.0,92371.0
전북특별자치도 정읍시,5218000000,시군구,202602,100980.0,12264.0,8124.0,7920.0,11440.0,17826.0,43406.0
전북특별자치도 남원시,5219000000,시군구,202602,74243.0,9166.0,5535.0,5401.0,8090.0,13282.0,32769.0
전북특별자치도 김제시,5221000000,시군구,202602,81743.0,9085.0,6275.0,6818.0,8678.0,13265.0,37622.0
전북특별자치도 완주군,5271000000,시군구,202602,100355.0,14367.0,8626.0,11293.0,13129.0,16964.0,35976.0
전북특별자치도 진안군,5272000000,시군구,202602,24289.0,2302.0,1523.0,1360.0,2061.0,4029.0,13014.0
전북특별자치도 무주군,5273000000,시군구,202602,22871.0,2353.0,1444.0,1434.0,2209.0,3882.0,11549.0
전북특별자치도 장수군,5274000000,시군구,202602,21052.0,2138.0,1339.0,1242.0,1991.0,3500.0,10842.0
전북특별자치도 임실군,5275000000,시군구,202602,25309.0,2330.0,1432.0,1620.0,2168.0,3964.0,13795.0
전북특별자치도 순창군,5277000000,시군구,202602,27687.0,3072.0,2012.0,1713.0,2795.0,4686.0,13409.0
전북특별자치도 고창군,5279000000,시군구,202602,50196.0,5516.0,3032.0,3127.0,4805.0,8085.0,25631.0
전북특별자치도 부안군,5280000000,시군구,202602,47100.0,4702.0,2975.0,2966.0,4766.0,7817.0,23874.0
서울특별시,1100000000,시도,202603,9304400.0,1177264.0,1244285.0,1465489.0,1359551.0,1465982.0,2591829.0
서울특별시 종로구,1111000000,시군구,202603,136817.0,14233.0,20062.0,19922.0,18041.0,22678.0,41881.0
서울특별시 중구,1114000000,시군구,202603,117762.0,10733.0,15589.0,21219.0,16104.0,17746.0,36371.0
서울특별시 용산구,1117000000,시군구,202603,200962.0,22462.0,26001.0,37073.0,28939.0,31671.0,54816.0
서울특별시 성동구,1120000000,시군구,202603,275093.0,32979.0,37645.0,48387.0,39518.0,42734.0,73830.0
서울특별시 광진구,1121500000,시군구,202603,331123.0,36346.0,54538.0,56800.0,45857.0,50875.0,86707.0
서울특별시 동대문구,1123000000,시군구,202603,351542.0,41284.0,55656.0,55434.0,48216.0,52756.0,98196.0
서울특별시 중랑구,1126000000,시군구,202603,376665.0,39368.0,44575.0,58935.0,50424.0,61275.0,122088.0
서울특별시 성북구,1129000000,시군구,202603,422778.0,55557.0,62353.0,56908.0,59273.0,70639.0,118048.0
서울특별시 강북구,1130500000,시군구,202603,278786.0,27338.0,33835.0,34334.0,35953.0,48461.0,98865.0
서울특별시 도봉구,1132000000,시군구,202603,299065.0,32685.0,32852.0,37084.0,39262.0,51695.0,105487.0
서울특별시 노원구,1135000000,시군구,202603,482487.0,66844.0,60387.0,61151.0,68484.0,83212.0,142409.0
서울특별시 은평구,1138000000,시군구,202603,454109.0,53390.0,55080.0,66801.0,63989.0,76475.0,138374.0
서울특별시 서대문구,1141000000,시군구,202603,300594.0,36930.0,44908.0,45159.0,41851.0,47567.0,84179.0
서울특별시 마포구,1144000000,시군구,202603,356966.0,43702.0,54160.0,64534.0,54242.0,55715.0,84613.0
서울특별시 양천구,1147000000,시군구,202603,423666.0,68463.0,45775.0,51668.0,69101.0,71492.0,117167.0
서울특별시 강서구,1150000000,시군구,202603,548985.0,66185.0,70548.0,96362.0,81367.0,81160.0,153363.0
서울특별시 구로구,1153000000,시군구,202603,382836.0,46066.0,45495.0,61453.0,54281.0,59724.0,115817.0
서울특별시 금천구,1154500000,시군구,202603,222712.0,20094.0,31218.0,39874.0,27391.0,34637.0,69498.0
서울특별시 영등포구,1156000000,시군구,202603,371177.0,41790.0,52327.0,74412.0,51885.0,53695.0,97068.0
서울특별시 동작구,1159000000,시군구,202603,372236.0,42306.0,59493.0,61867.0,50606.0,56406.0,101558.0
서울특별시 관악구,1162000000,시군구,202603,478468.0,37585.0,101639.0,94333.0,57428.0,64255.0,123228.0
서울특별시 서초구,1165000000,시군구,202603,415540.0,72285.0,47625.0,57607.0,71237.0,68607.0,98179.0
서울특별시 강남구,1168000000,시군구,202603,554165.0,95424.0,61970.0,79863.0,99618.0,88450.0,128840.0
서울특별시 송파구,1171000000,시군구,202603,650071.0,97461.0,75597.0,106838.0,105086.0,98853.0,166236.0
서울특별시 강동구,1174000000,시군구,202603,499795.0,75754.0,54957.0,77471.0,81398.0,75204.0,135011.0
부산광역시,2600000000,시도,202603,3237227.0,433495.0,333602.0,387891.0,457211.0,526337.0,1098691.0
부산광역시 중구,2611000000,시군구,202603,36391.0,2115.0,4634.0,4014.0,3829.0,5854.0,15945.0
부산광역시 서구,2614000000,시군구,202603,101452.0,11102.0,10533.0,10031.0,12555.0,16384.0,40847.0
부산광역시 동구,2617000000,시군구,202603,83530.0,7868.0,7873.0,10559.0,10422.0,13467.0,33341.0
부산광역시 영도구,2620000000,시군구,202603,100733.0,9734.0,8403.0,8742.0,11855.0,16665.0,45334.0
부산광역시 부산진구,2623000000,시군구,202603,365294.0,42914.0,46301.0,54118.0,49017.0,55818.0,117126.0
부산광역시 동래구,2626000000,시군구,202603,272155.0,43220.0,25308.0,31948.0,42154.0,44151.0,85374.0
부산광역시 남구,2629000000,시군구,202603,253768.0,34976.0,30400.0,27673.0,35043.0,41634.0,84042.0
부산광역시 북구,2632000000,시군구,202603,261557.0,33133.0,24369.0,31196.0,33496.0,45037.0,94326.0
부산광역시 해운대구,2635000000,시군구,202603,371470.0,54774.0,34984.0,41150.0,55123.0,65339.0,120100.0
부산광역시 사하구,2638000000,시군구,202603,283945.0,34575.0,28770.0,29870.0,38464.0,48715.0,103551.0
부산광역시 금정구,2641000000,시군구,202603,206033.0,23341.0,25495.0,20525.0,25036.0,33373.0,78263.0
부산광역시 강서구,2644000000,시군구,202603,152414.0,35028.0,10559.0,24158.0,31737.0,18951.0,31981.0
부산광역시 연제구,2647000000,시군구,202603,211426.0,29321.0,21230.0,28411.0,30775.0,33589.0,68100.0
부산광역시 수영구,2650000000,시군구,202603,168585.0,18657.0,19296.0,22823.0,22745.0,26020.0,59044.0
부산광역시 사상구,2653000000,시군구,202603,193189.0,20489.0,20875.0,22483.0,23769.0,33068.0,72505.0
부산광역시 기장군,2671000000,시군구,202603,175285.0,32248.0,14572.0,20190.0,31191.0,28272.0,48812.0
대구광역시,2700000000,시도,202603,2350042.0,345281.0,249677.0,285160.0,333270.0,409926.0,726728.0
대구광역시 중구,2711000000,시군구,202603,101349.0,15720.0,13566.0,18309.0,15001.0,14233.0,24520.0
대구광역시 동구,2714000000,시군구,202603,338406.0,44661.0,33415.0,44109.0,46245.0,55741.0,114235.0
대구광역시 서구,2717000000,시군구,202603,163853.0,16602.0,14374.0,19637.0,19503.0,28391.0,65346.0
대구광역시 남구,2720000000,시군구,202603,138546.0,13756.0,16123.0,17442.0,16920.0,22888.0,51417.0
대구광역시 북구,2723000000,시군구,202603,408215.0,59094.0,50025.0,47961.0,56139.0,76056.0,118940.0
대구광역시 수성구,2726000000,시군구,202603,408930.0,71669.0,41917.0,42811.0,62958.0,73855.0,115720.0
대구광역시 달서구,2729000000,시군구,202603,515142.0,75529.0,57588.0,61086.0,71471.0,94013.0,155455.0
대구광역시 달성군,2771000000,시군구,202603,253014.0,46999.0,21755.0,32664.0,43401.0,41251.0,66944.0
대구광역시 군위군,2772000000,시군구,202603,22587.0,1251.0,914.0,1141.0,1632.0,3498.0,14151.0
인천광역시,2800000000,시도,202603,3055983.0,463714.0,333641.0,432050.0,472997.0,514897.0,838684.0
인천광역시 중구,2811000000,시군구,202603,177848.0,28921.0,21930.0,29285.0,29620.0,27275.0,40817.0
인천광역시 동구,2814000000,시군구,202603,57603.0,6620.0,5289.0,6533.0,8023.0,9774.0,21364.0
인천광역시 미추홀구,2817700000,시군구,202603,417486.0,55402.0,48578.0,58412.0,62222.0,68709.0,124163.0
인천광역시 연수구,2818500000,시군구,202603,410050.0,80017.0,44584.0,57160.0,71104.0,68187.0,88998.0
인천광역시 남동구,2820000000,시군구,202603,479700.0,67252.0,53428.0,60816.0,72227.0,84383.0,141594.0
인천광역시 부평구,2823700000,시군구,202603,489390.0,63907.0,53652.0,73845.0,70189.0,83033.0,144764.0
인천광역시 계양구,2824500000,시군구,202603,277157.0,32874.0,30882.0,37233.0,37087.0,52109.0,86972.0
인천광역시 서구,2826000000,시군구,202603,657709.0,120618.0,69113.0,102336.0,113786.0,107790.0,144066.0
인천광역시 강화군,2871000000,시군구,202603,69615.0,6725.0,4079.0,4835.0,6889.0,10590.0,36497.0
인천광역시 옹진군,2872000000,시군구,202603,19425.0,1378.0,2106.0,1595.0,1850.0,3047.0,9449.0
광주광역시,2900000000,시도,202603,1387619.0,227819.0,167515.0,173274.0,210999.0,240296.0,367716.0
광주광역시 동구,2911000000,시군구,202603,104740.0,14205.0,13258.0,14199.0,14028.0,15318.0,33732.0
광주광역시 서구,2914000000,시군구,202603,275807.0,41157.0,35275.0,34156.0,40371.0,49465.0,75383.0
광주광역시 남구,2915500000,시군구,202603,206703.0,35508.0,21114.0,22942.0,32113.0,32721.0,62305.0
광주광역시 북구,2917000000,시군구,202603,414795.0,64263.0,48420.0,52576.0,60661.0,70681.0,118194.0
광주광역시 광산구,2920000000,시군구,202603,385574.0,72686.0,49448.0,49401.0,63826.0,72111.0,78102.0
대전광역시,3000000000,시도,202603,1441779.0,222034.0,186212.0,195502.0,207474.0,242248.0,388309.0
대전광역시 동구,3011000000,시군구,202603,218319.0,29631.0,27544.0,25299.0,28837.0,36209.0,70799.0
대전광역시 중구,3014000000,시군구,202603,224992.0,30954.0,24909.0,26262.0,30672.0,38516.0,73679.0
대전광역시 서구,3017000000,시군구,202603,463616.0,73493.0,63088.0,65651.0,68856.0,76939.0,115589.0
대전광역시 유성구,3020000000,시군구,202603,370062.0,67288.0,52127.0,58873.0,58143.0,59023.0,74608.0
대전광역시 대덕구,3023000000,시군구,202603,164790.0,20668.0,18544.0,19417.0,20966.0,31561.0,53634.0
울산광역시,3100000000,시도,202603,1088672.0,174944.0,108391.0,136791.0,167689.0,196696.0,304161.0
울산광역시 중구,3111000000,시군구,202603,203386.0,30190.0,18563.0,24531.0,29496.0,36182.0,64424.0
울산광역시 남구,3114000000,시군구,202603,304570.0,45556.0,33879.0,42408.0,44481.0,55599.0,82647.0
울산광역시 동구,3117000000,시군구,202603,148194.0,24926.0,14054.0,16833.0,25877.0,24063.0,42441.0
울산광역시 북구,3120000000,시군구,202603,214170.0,42084.0,20875.0,29303.0,37430.0,37903.0,46575.0
울산광역시 울주군,3171000000,시군구,202603,218352.0,32188.0,21020.0,23716.0,30405.0,42949.0,68074.0
세종특별자치시,3600000000,시도,202603,391072.0,91852.0,36316.0,57168.0,75812.0,59857.0,70067.0
세종특별자치시,3611000000,시도,202603,391072.0,91852.0,36316.0,57168.0,75812.0,59857.0,70067.0
경기도,4100000000,시도,202603,13745673.0,2204863.0,1539928.0,1928947.0,2172283.0,2359557.0,3540095.0
경기도 수원시,4111000000,시군구,202603,1186167.0,182019.0,160446.0,188056.0,183424.0,200053.0,272169.0
경기도 수원시 장안구,4111100000,시군구,202603,270705.0,38575.0,37492.0,35447.0,37991.0,49254.0,71946.0
경기도 수원시 권선구,4111300000,시군구,202603,360383.0,52346.0,44368.0,57518.0,55922.0,61169.0,89060.0
경기도 수원시 팔달구,4111500000,시군구,202603,192974.0,23408.0,27907.0,32500.0,26478.0,31840.0,50841.0
경기도 수원시 영통구,4111700000,시군구,202603,362105.0,67690.0,50679.0,62591.0,63033.0,57790.0,60322.0
경기도 성남시,4113000000,시군구,202603,905493.0,135173.0,103753.0,134825.0,140365.0,150312.0,241065.0
경기도 성남시 수정구,4113100000,시군구,202603,234336.0,29230.0,27659.0,36236.0,34008.0,38138.0,69065.0
경기도 성남시 중원구,4113300000,시군구,202603,202142.0,23805.0,23292.0,30986.0,28573.0,33419.0,62067.0
경기도 성남시 분당구,4113500000,시군구,202603,469015.0,82138.0,52802.0,67603.0,77784.0,78755.0,109933.0
경기도 의정부시,4115000000,시군구,202603,461460.0,66062.0,52922.0,60671.0,67452.0,81725.0,132628.0
경기도 안양시,4117000000,시군구,202603,562666.0,84109.0,62852.0,86943.0,82819.0,93697.0,152246.0
경기도 안양시 만안구,4117100000,시군구,202603,233364.0,28608.0,26426.0,35040.0,31153.0,39061.0,73076.0
경기도 안양시 동안구,4117300000,시군구,202603,329302.0,55501.0,36426.0,51903.0,51666.0,54636.0,79170.0
경기도 부천시,4119000000,시군구,202603,756701.0,99599.0,84015.0,103926.0,110175.0,132112.0,226874.0
경기도 부천시 원미구,4119200000,시군구,202603,383164.0,51012.0,44730.0,55051.0,56346.0,66265.0,109760.0
경기도 부천시 소사구,4119400000,시군구,202603,224842.0,32519.0,22408.0,30045.0,34931.0,36975.0,67964.0
